S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Engine Size
4174,Honda Brio VX AT,Mumbai,2014,36631,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,6.62,4.3,1198.0
4175,Maruti Wagon R LXI BS IV,Kolkata,2011,34000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,5.51,2.25,998.0
4176,Hyundai i10 Magna 1.1,Ahmedabad,2013,49000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,3.2,1086.0
4177,Hyundai Verna 1.6 SX,Hyderabad,2012,65254,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,14.255,6.55,1582.0
4178,Hyundai Verna 1.6 SX,Bangalore,2014,95000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,14.255,6.9,1582.0
4179,Maruti Ritz VDi,Chennai,2009,83000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,7.88,2.95,1248.0
4180,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18,11.45,1582.0
4181,Maruti Baleno Delta,Kochi,2017,15134,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,7.36,6.37,1197.0
4182,Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,14.255,5.0,1582.0
4183,Tata Indica Vista Quadrajet VX,Chennai,2012,120000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,7.63,2.6,1248.0
4184,Hyundai i20 1.2 Magna,Kolkata,2010,45000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,10.25,1.9,1197.0
4185,Porsche Panamera Diesel,Kochi,2015,54996,Diesel,Automatic,First,17.85 kmpl,2967 CC,300 bhp,4.0,136.0,60.95,2967.0
4186,Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,4.925,4.44,1196.0
4187,BMW 3 Series 320d Sport,Chennai,2012,58000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,54.43,15.3,1995.0
4188,Maruti Ertiga VDI,Chennai,2016,86000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7.0,10.99,8.2,1248.0
4189,Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,Petrol,Automatic,First,16.9 kmpl,1197 CC,81.86 bhp,5.0,8.23,5.25,1197.0
4190,Volkswagen Vento 1.2 TSI Highline AT,Pune,2016,55001,Petrol,Automatic,Second,16.93 kmpl,1197 CC,103.2 bhp,5.0,13.23,8.5,1197.0
4191,Audi Q3 35 TDI Quattro Premium,Chennai,2015,28000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,44.8,23.75,1968.0
4192,Hyundai i10 Magna 1.1,Delhi,2013,53213,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,2.74,1086.0
4193,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Coimbatore,2016,44340,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,10.15,13.83,1968.0
4194,Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5.0,8.8,6.99,998.0
4195,Hyundai i10 Era,Jaipur,2009,57000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,2.25,1086.0
4196,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,24.01,11.49,2494.0
4197,Chevrolet Beat LT,Coimbatore,2012,24735,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,11.3,2.87,1199.0
4198,Toyota Innova 2.5 G3,Kolkata,2005,65175,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,24.01,3.25,2494.0
4199,Honda Accord 2.4 Inspire M/T,Pune,2009,60000,Petrol,Manual,Second,9.8 kmpl,2354 CC,180 bhp,5.0,13.58,3.5,2354.0
4200,Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,7.88,4.49,1198.0
4201,Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,10.15,2.9,1199.0
4202,Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,24.01,12.36,1998.0
4203,Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,8.0,18.865,6.0,2179.0
4204,BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,158.0,31.0,2993.0
4205,Honda City i-DTEC SV,Kolkata,2015,39000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5.0,12.23,5.49,1498.0
4206,Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,10.15,5.86,1199.0
4207,Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,18.865,9.0,2179.0
4208,Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.63,7.7,1598.0
4209,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.58,9.47,1497.0
4210,Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,53.14,29.0,1968.0
4211,Honda City 1.5 V AT Exclusive,Kochi,2012,63998,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5.0,13.58,5.42,1497.0
4212,Maruti Swift VXI BSIV,Coimbatore,2016,57932,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,7.88,6.39,1197.0
4213,Maruti Alto 800 LXI,Jaipur,2015,25000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,4.36,2.75,796.0
4214,Ford Figo Diesel Titanium,Chennai,2011,169000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,7.65,2.5,1399.0
4215,Hyundai Santro Xing GL Plus,Delhi,2012,53000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,4.55,2.35,1086.0
4216,Maruti Wagon R VXI,Coimbatore,2015,43053,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,5.51,4.65,998.0
4217,Honda City i DTEC SV,Ahmedabad,2014,75000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,13.58,6.0,1498.0
4218,Honda City V MT AVN,Pune,2012,89000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,5.0,13.58,3.5,1497.0
4219,Honda City i DTEC VX,Hyderabad,2014,75578,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,13.58,7.0,1498.0
4220,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,12.27,7.75,1591.0
4221,Maruti Alto K10 LXI,Kochi,2014,51349,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91,2.93,998.0
4222,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,86.97,22.5,2143.0
4223,BMW X6 xDrive30d,Coimbatore,2014,39626,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,55.07,40.66,2993.0
4224,Maruti Wagon R LXI BSIII,Pune,2008,82500,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,5.51,1.75,1061.0
4225,Renault Duster RXZ AWD,Hyderabad,2015,63000,Diesel,Manual,Second,19.72 kmpl,1461 CC,108.45 bhp,5.0,15.05,8.2,1461.0
4226,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,18.865,4.49,2179.0
4227,Ford Endeavour 3.2 Trend AT 4X4,Chennai,2016,43000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,35.29,26.5,3198.0
4228,Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5.0,7.88,2.6,998.0
4229,Hyundai Santro Xing XG,Bangalore,2005,79000,Petrol,Manual,Second,17.0 kmpl,,,,4.55,1.65,
4230,Hyundai i10 Asta,Kolkata,2011,43000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,2.49,1197.0
4231,Honda Brio VX AT,Hyderabad,2013,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,6.62,5.4,1198.0
4232,Maruti Wagon R AMT VXI,Jaipur,2017,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,5.51,4.35,998.0
4233,Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.8,32.73,1968.0
4234,Mercedes-Benz M-Class ML 350 4Matic,Chennai,2012,63000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,49.49,26.0,2987.0
4235,Maruti Wagon R LXI,Jaipur,2011,80000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,5.51,2.5,998.0
4236,Audi A4 35 TDI Premium Plus,Kochi,2015,13506,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,50.4,21.66,1968.0
4237,Renault KWID RXT Optional,Mumbai,2016,16000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78,2.99,799.0
4238,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,31006,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,4.36,2.61,796.0
4239,Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,91200,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,24.01,8.25,2494.0
4240,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2015,43000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,21.085,12.5,1794.0
4241,Ford Figo 2015-2019 1.5D Titanium Plus MT,Hyderabad,2015,45000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5.0,7.65,5.5,1498.0
4242,Honda Brio S MT,Coimbatore,2014,28637,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,6.62,5.53,1198.0
4243,Ford Ikon 1.6 ZXI NXt,Pune,2004,69870,Petrol,Manual,Second,14.2 kmpl,1597 CC,92 bhp,5.0,11.685,1.1,1597.0
4244,Mahindra Scorpio 2009-2014 LX 2WD 7S,Mumbai,2014,84000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,18.865,6.85,2179.0
4245,Mercedes-Benz S-Class 320 L,Coimbatore,2007,84143,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,171.0,17.09,2987.0
4246,Mahindra Scorpio SLE BSIV,Delhi,2012,77000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8.0,18.865,4.93,2179.0
4247,Land Rover Freelander 2 SE,Ahmedabad,2012,75000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,120.0,17.5,2179.0
4248,Chevrolet Beat LS,Delhi,2011,76155,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,11.3,1.95,1199.0
4249,Maruti Swift ZDi,Bangalore,2014,98000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7.88,6.1,1248.0
4250,Toyota Corolla H2,Mumbai,2008,48233,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,21.085,1.8,1794.0
4251,Audi Q5 3.0 TDI Quattro,Bangalore,2015,63000,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,53.14,34.5,2967.0
4252,Hyundai EON Era Plus,Coimbatore,2015,34063,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,10.25,4.01,814.0
4253,Honda Amaze S Petrol,Kolkata,2013,32576,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5.0,7.36,3.15,1199.0
4254,Ford Figo Aspire 1.5 Ti-VCT Titanium,Mumbai,2015,28843,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.5 bhp,5.0,7.65,5.49,1499.0
4255,Renault Duster 110PS Diesel RxL AMT,Bangalore,2016,26000,Diesel,Automatic,Second,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05,10.0,1461.0
4256,Honda City V AT,Kolkata,2013,39000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,13.58,4.55,1497.0
4257,Maruti Alto LXi,Mumbai,2010,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,4.36,1.5,796.0
4258,Hyundai i10 Magna 1.2,Kolkata,2011,38002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,2.15,1197.0
4259,Chevrolet Spark 1.0 LS,Chennai,2010,49000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5.0,11.3,1.4,995.0
4260,Skoda Rapid 1.5 TDI Ambition Plus,Bangalore,2014,52000,Diesel,Manual,First,21.14 kmpl,1498 CC,103.6 bhp,5.0,14.22,6.2,1498.0
4261,Audi A6 2011-2015 2.0 TDI Premium Plus,Mumbai,2013,56500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,67.1,19.8,1968.0
4262,Honda Jazz 1.2 V i VTEC,Mumbai,2015,20568,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,9.6,5.6,1199.0
4263,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2015,26000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,16.06,9.5,1591.0
4264,Chevrolet Beat LS,Delhi,2012,56000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,11.3,2.21,1199.0
4265,Datsun redi-GO T Option,Coimbatore,2017,27509,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,4.04,3.31,799.0
4266,Hyundai Xcent 1.2 Kappa S Option,Kochi,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,8.23,5.44,1197.0
4267,Mercedes-Benz E-Class 230 E AT,Kolkata,2009,28888,Petrol,Automatic,First,10.0 kmpl,2496 CC,157.7 bhp,5.0,86.97,7.56,2496.0
4268,Maruti Swift ZDi,Jaipur,2011,120000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,7.88,3.2,1248.0
4269,Maruti Celerio ZXI,Kochi,2018,31396,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.87,5.53,998.0
4270,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,25.83,17.0,1968.0
4271,Honda City 1.5 V AT,Delhi,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,13.58,3.55,1497.0
4272,Honda Accord V6 AT,Chennai,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5.0,13.58,2.65,2997.0
4273,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,53000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.36,17.85,1798.0
4274,Toyota Innova 2.5 G (Diesel) 8 Seater,Coimbatore,2010,124313,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,24.01,7.96,2494.0
4275,Maruti Celerio VXI AT,Pune,2015,26725,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,5.87,4.25,998.0
4276,Maruti Ertiga VDI,Kolkata,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,11.27,5.85,1248.0
4277,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,34.63,13.0,2143.0
4278,Mahindra Xylo E2,Kochi,2010,109147,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,11.67,2.65,2498.0
4279,Honda Amaze E i-Dtech,Ahmedabad,2014,59000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,8.54,4.75,1498.0
4280,Renault KWID RXT,Pune,2015,28000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78,2.65,799.0
4281,Renault KWID RXT,Pune,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.78,3.0,799.0
4282,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,72469,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,101.96,32.52,2967.0
4283,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,14.255,7.75,1582.0
4284,Toyota Innova Crysta 2.8 ZX AT,Delhi,2016,42000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.55,19.6,2755.0
4285,Hyundai i20 Sportz Option,Delhi,2010,62489,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,10.25,2.6,1197.0
4286,Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,51167,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,10.15,3.76,1198.0
4287,Volkswagen Vento Diesel Trendline,Chennai,2012,130000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,13.23,4.75,1598.0
4288,Honda City ZX GXi,Mumbai,2007,63000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,13.58,1.75,1497.0
4289,Hyundai Verna Transform Xxi ABS,Bangalore,2011,60000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5.0,14.255,3.95,1599.0
4290,Hyundai Accent GLE,Pune,2005,123200,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,10.25,1.0,1495.0
4291,Skoda Laura Ambiente 2.0 TDI CR AT,Jaipur,2011,115692,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,25.83,4.5,1968.0
4292,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Coimbatore,2011,87073,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,86.97,17.23,2497.0
4293,Hyundai i20 Sportz 1.2,Kochi,2015,40901,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,10.25,5.76,1197.0
4294,Hyundai i10 Magna 1.2,Coimbatore,2013,36264,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,10.25,4.32,1197.0
4295,Hyundai i10 Magna 1.1L,Delhi,2009,60000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,1.9,1086.0
4296,Volkswagen Ameo 1.2 MPI Anniversary Edition,Pune,2018,20000,Petrol,Manual,First,17.0 kmpl,1198 CC,74 bhp,5.0,9.295,5.5,1198.0
4297,Toyota Camry 2.5 G,Mumbai,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,40.62,13.5,2494.0
4298,Mahindra XUV500 W8 2WD,Bangalore,2013,71231,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,18.865,9.75,2179.0
4299,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,33.36,9.44,1968.0
4300,Maruti Wagon R VXI AMT,Mumbai,2018,1997,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.14,4.45,998.0
4301,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,47300,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96,8.85,1248.0
4302,Hyundai Santro Xing GL,Delhi,2012,61449,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,4.55,2.15,1086.0
4303,Volkswagen Vento Diesel Comfortline,Kochi,2013,47910,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,13.23,4.89,1598.0
4304,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,62000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,10.15,6.25,1498.0
4305,Maruti Swift ZDi,Chennai,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,7.88,4.8,1248.0
4306,Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,10.25,1.8,1086.0
4307,Mahindra XUV500 W8 2WD,Kolkata,2013,44000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,18.865,7.25,2179.0
4308,Maruti Ertiga VDI,Coimbatore,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.44,7.56,1248.0
4309,Mahindra XUV500 W8 2WD,Kochi,2013,61591,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,18.865,6.82,2179.0
4310,Tata Manza Aura Quadrajet BS IV,Jaipur,2011,86500,Diesel,Manual,Second,21.12 kmpl,1248 CC,88.8 bhp,5.0,7.63,1.8,1248.0
4311,Mercedes-Benz E-Class 280 CDI,Pune,2009,100000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,86.97,11.5,2987.0
4312,Maruti SX4 Zxi with Leather BSIII,Chennai,2010,87000,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5.0,7.88,2.8,1586.0
4313,Maruti Wagon R AMT VXI,Hyderabad,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,5.51,5.5,998.0
4314,Datsun GO NXT,Kolkata,2016,6000,Petrol,Manual,First,20.63 kmpl,1198 CC,67.06 bhp,5.0,6.095,2.7,1198.0
4315,Ford Figo Diesel ZXI,Jaipur,2014,59327,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,7.65,3.25,1399.0
4316,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,33.36,10.9,1968.0
4317,Hyundai i20 1.2 Magna,Kochi,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,10.25,4.07,1197.0
4318,Toyota Innova Crysta 2.8 ZX AT,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,24.63,18.0,2755.0
4319,Honda Brio V MT,Mumbai,2012,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,6.62,2.95,1198.0
4320,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,33.36,7.5,1968.0
4321,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,65405,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,86.97,32.73,2143.0
4322,Toyota Fortuner 4x2 AT TRD Sportivo,Delhi,2015,36000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.7 bhp,7.0,37.17,21.5,2982.0
4323,Maruti SX4 ZXI MT BSIV,Pune,2008,85000,Petrol,Manual,First,16.51 kmpl,1586 CC,103.2 bhp,5.0,7.88,2.5,1586.0
4324,Honda Jazz 1.5 V i DTEC,Ahmedabad,2016,35000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,9.6,5.5,1498.0
4325,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2012,54000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,21.085,7.5,1794.0
4326,Honda City ZX VTEC,Mumbai,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,13.58,1.55,1497.0
4327,BMW X1 xDrive 20d M Sport,Kolkata,2017,27001,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,50.26,29.0,1995.0
4328,Maruti Swift DDiS VDI,Coimbatore,2019,41075,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.88,8.4,1248.0
4329,Mahindra KUV 100 mFALCON D75 K8,Hyderabad,2016,26000,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6.0,7.88,6.5,1198.0
4330,Honda Jazz Mode,Mumbai,2010,55000,Petrol,Manual,First,16.0 kmpl,1198 CC,90 bhp,5.0,9.6,2.35,1198.0
4331,Maruti Swift ZXI,Mumbai,2016,19000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,7.88,5.55,1197.0
4332,Hyundai Grand i10 Asta Option AT,Mumbai,2016,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,7.45,5.35,1197.0
4333,Honda Amaze SX i-VTEC,Chennai,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,8.54,5.25,1198.0
4334,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2017,38712,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.45,5.87,1197.0
4335,Volkswagen Vento Diesel Comfortline,Kochi,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,13.23,5.36,1598.0
4336,Maruti Ciaz 1.3 S,Bangalore,2016,23988,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,11.11,7.75,1248.0
4337,Volkswagen Vento Petrol Highline AT,Kochi,2014,32283,Petrol,Automatic,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,13.23,5.41,1598.0
4338,Hyundai i20 1.2 Magna,Bangalore,2010,52000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,10.25,3.65,1197.0
4339,Honda Brio VX AT,Pune,2016,32000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,6.62,5.25,1198.0
4340,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.58,6.25,1497.0
