Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Ford Ecosport 1.5 Ti VCT MT Titanium,Mumbai,2017,27000,15.8,1499.0,110.0,5.0,11.685,8.3,False,True,True,False,False,False
Maruti Celerio VXI AT,Chennai,2014,18500,23.1,998.0,67.04,5.0,5.87,3.95,False,True,False,False,False,False
Volkswagen Vento Petrol Highline,Mumbai,2014,45000,15.04,1598.0,103.6,5.0,13.23,4.8,False,True,True,False,False,False
Volvo XC60 D5,Ahmedabad,2011,173000,13.5,2400.0,215.0,5.0,45.67,12.0,False,False,False,False,False,False
Toyota Etios Cross 1.4 GD,Ahmedabad,2017,42000,23.59,1364.0,67.04,5.0,8.525,6.25,False,False,True,False,False,False
Tata Indica Vista TDI LX,Jaipur,2012,90000,19.4,1405.0,70.0,5.0,7.63,2.5,False,False,True,False,False,False
Honda City i VTEC CVT VX,Pune,2014,82329,18.0,1497.0,117.3,5.0,13.58,7.5,False,True,False,False,False,False
Honda City 1.5 V MT,Delhi,2010,80302,17.0,1497.0,118.0,5.0,13.58,3.5,False,True,True,False,False,False
Skoda Octavia Rider Classic 1.9 TDI,Hyderabad,2005,105000,18.7,1896.0,66.0,5.0,25.83,1.99,False,False,True,False,False,False
Toyota Corolla 1.8 J,Kolkata,2009,60000,14.53,1798.0,138.0,5.0,21.085,2.25,False,True,True,False,False,False
Toyota Etios G,Delhi,2014,70000,16.78,1496.0,88.73,5.0,8.525,3.25,False,True,True,False,False,False
BMW X1 sDrive20d,Bangalore,2016,45000,17.05,1995.0,184.0,5.0,48.18,28.5,False,False,False,False,False,False
Honda City ZX CVT,Kolkata,2006,44000,16.4,1497.0,78.0,5.0,13.58,1.5,False,True,False,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Delhi,2017,25500,22.54,1396.0,88.73,5.0,10.25,7.0,False,False,True,False,False,False
Mercedes-Benz E-Class E350 CDI,Delhi,2014,68000,13.0,2987.0,261.5,5.0,86.97,27.5,False,False,False,False,False,False
Hyundai Creta 1.6 CRDi SX Option,Ahmedabad,2015,61786,19.67,1582.0,126.2,5.0,16.06,10.5,False,False,True,False,False,False
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Jaipur,2014,65000,15.73,1968.0,174.33,5.0,44.8,21.5,False,False,False,False,True,False
Land Rover Discovery Sport TD4 HSE,Delhi,2016,77000,12.63,2179.0,147.5,5.0,120.0,35.0,False,False,False,False,False,False
Skoda Rapid 1.5 TDI AT Elegance Plus,Hyderabad,2015,34000,21.66,1498.0,103.52,5.0,14.22,7.99,False,False,False,False,False,False
Maruti Celerio VXI AT,Coimbatore,2015,59751,23.1,998.0,67.04,5.0,5.87,4.88,False,True,False,False,False,False
Audi RS5 Coupe,Mumbai,2013,23312,11.05,2894.0,444.0,4.0,128.0,40.5,False,True,False,False,False,False
Maruti Ciaz ZXi Plus,Mumbai,2015,30000,20.73,1373.0,91.1,5.0,11.11,6.55,False,True,True,False,False,False
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2015,60146,14.16,1968.0,174.3,5.0,53.14,29.64,False,False,False,False,False,False
Ford Figo Diesel Titanium,Coimbatore,2013,44731,20.0,1399.0,68.0,5.0,7.65,4.34,False,False,True,False,True,False
Ford Ecosport 1.0 Ecoboost Titanium,Kochi,2014,43316,18.88,999.0,123.37,5.0,11.685,6.22,False,True,True,False,False,False
Honda City 1.5 S MT,Delhi,2009,92000,17.0,1497.0,118.0,5.0,13.58,2.25,False,True,True,False,True,False
Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,16.36,2179.0,187.7,5.0,69.675,38.0,False,False,False,False,False,False
Maruti Swift VXI BSIV,Mumbai,2008,69000,20.4,1197.0,81.8,5.0,7.88,2.15,False,True,True,False,True,False
BMW 5 Series 520d Luxury Line,Coimbatore,2014,60280,22.48,1995.0,190.0,5.0,63.71,22.45,False,False,False,False,False,False
Mercedes-Benz B Class B200 CDI,Coimbatore,2017,48161,15.0,2143.0,107.3,5.0,37.03,20.87,False,False,False,False,False,False
Honda Brio S MT,Mumbai,2013,41000,19.4,1198.0,86.8,5.0,6.62,3.1,False,True,True,False,False,False
Hyundai i20 Sportz 1.2,Mumbai,2016,6000,18.6,1197.0,81.83,5.0,10.25,5.95,False,True,True,False,False,False
Tata Indica V2 DLG TC,Mumbai,2006,133000,16.8,1405.0,68.0,5.0,7.63,0.86,False,False,True,False,True,False
Toyota Fortuner 3.0 Diesel,Delhi,2010,76000,11.5,2982.0,171.0,7.0,37.17,9.25,False,False,True,False,False,False
Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,19.81,1086.0,68.05,5.0,10.25,2.25,False,True,True,False,False,False
Hyundai i20 1.2 Sportz Option,Kochi,2016,69681,17.0,1197.0,80.0,5.0,10.25,6.13,False,True,True,False,False,False
Maruti Baleno LXI - BSIII,Kochi,2006,70362,15.4,1590.0,98.6,5.0,8.8,1.81,False,True,True,False,True,False
Honda Amaze S AT i-Vtech,Pune,2014,49112,15.5,1198.0,86.7,5.0,8.54,3.79,False,True,False,False,True,False
Land Rover Range Rover 3.0 Diesel LWB Vogue,Hyderabad,2017,25000,13.33,2993.0,255.0,5.0,230.0,160.0,False,False,False,False,False,False
Toyota Etios Liva GD,Mumbai,2011,74000,23.59,1364.0,98.6,5.0,8.525,3.6,False,False,True,False,False,False
Hyundai i10 Sportz 1.2 AT,Pune,2013,15200,16.95,1197.0,78.9,5.0,10.25,3.85,False,True,False,False,True,False
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2013,86300,22.07,1199.0,73.9,5.0,10.15,4.5,False,False,True,False,False,False
Maruti Baleno RS Petrol,Coimbatore,2018,26731,21.1,998.0,100.0,5.0,10.89,8.61,False,True,True,False,False,False
Hyundai i20 Sportz 1.4 CRDi,Ahmedabad,2016,74000,21.9,1396.0,88.76,5.0,10.25,6.5,False,False,True,False,False,False
Toyota Corolla H4,Chennai,2005,83929,11.3,1794.0,125.0,5.0,21.085,2.6,False,True,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,Pune,2015,65000,12.99,2494.0,100.6,7.0,24.01,15.0,False,False,True,False,False,False
Maruti Celerio VXI AT Optional,Pune,2017,20000,23.1,998.0,67.04,5.0,5.87,4.7,False,True,False,False,False,False
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2015,122086,19.3,1968.0,141.0,5.0,25.83,12.99,False,False,False,False,False,False
Honda Mobilio S i VTEC,Kochi,2018,35442,17.3,1497.0,117.3,7.0,13.58,7.32,False,True,True,False,False,False
Hyundai Verna 1.6 CRDi SX,Delhi,2015,62542,23.9,1582.0,126.2,5.0,14.255,6.5,False,False,True,False,True,False
Honda City 1.5 S MT,Coimbatore,2012,26671,17.0,1497.0,118.0,5.0,13.58,5.67,False,True,True,False,True,False
Ford Classic 1.4 Duratorq Titanium,Chennai,2014,83500,19.68,1399.0,67.0,5.0,11.685,3.0,False,False,True,False,True,False
Maruti Ciaz ZDi,Delhi,2015,46166,26.21,1248.0,88.5,5.0,11.11,5.5,False,False,True,False,True,False
Maruti Wagon R VXI BS IV,Pune,2015,25200,18.9,998.0,67.1,5.0,5.51,3.35,False,True,True,False,False,False
Audi A4 3.0 TDI Quattro,Coimbatore,2015,35463,14.94,2967.0,241.4,5.0,53.14,25.02,False,False,False,False,False,False
Toyota Camry Hybrid 2.5,Coimbatore,2017,23249,19.16,2487.0,175.67,5.0,40.62,26.11,False,True,False,False,False,False
Hyundai i20 Asta 1.2,Coimbatore,2016,40310,18.6,1197.0,81.83,5.0,10.25,7.09,False,True,True,False,False,False
Hyundai Grand i10 1.2 Kappa Asta,Delhi,2018,10000,18.9,1197.0,81.86,5.0,7.54,6.5,False,True,True,False,False,False
Volkswagen Polo Diesel Trendline 1.2L,Chennai,2012,94000,22.07,1199.0,73.9,5.0,10.15,4.5,False,False,True,False,False,False
BMW X5 xDrive 30d M Sport,Chennai,2016,45000,15.97,2993.0,258.0,5.0,55.07,57.0,False,False,False,False,False,False
Volkswagen Polo Petrol Comfortline 1.2L,Kochi,2012,52818,16.47,1198.0,73.9,5.0,10.15,3.82,False,True,True,False,False,False
Renault Duster 85PS Diesel RxE,Jaipur,2013,61238,20.45,1461.0,83.8,5.0,15.05,5.25,False,False,True,False,False,False
Skoda Superb Style 1.8 TSI AT,Coimbatore,2016,54253,14.67,1798.0,177.46,5.0,30.19,16.81,False,True,False,False,False,False
Audi Q5 2.0 TDI,Delhi,2013,71000,14.16,1968.0,174.3,5.0,53.14,21.5,False,False,False,False,False,False
Maruti Baleno Delta 1.3,Hyderabad,2017,20000,27.39,1248.0,74.0,5.0,8.8,8.5,False,False,True,False,False,False
Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2013,75000,16.47,1198.0,73.9,5.0,10.15,3.25,False,True,True,False,False,False
Mitsubishi Pajero Sport 4X4 AT,Coimbatore,2019,11827,13.5,2477.0,175.56,6.0,33.21,27.11,False,False,False,False,False,False
Maruti Ciaz VXi Plus,Mumbai,2015,51579,20.73,1373.0,91.1,5.0,11.11,5.95,False,True,True,False,False,False
Renault Duster 85PS Diesel RxL Option,Kochi,2015,65178,19.87,1461.0,83.8,5.0,15.05,6.79,False,False,True,False,False,False
Hyundai EON D Lite Plus Option,Mumbai,2016,25350,21.1,814.0,55.2,5.0,10.25,2.55,False,True,True,False,False,False
Honda CR-V 2.4 MT,Pune,2008,92000,10.8,2354.0,152.0,5.0,33.51,3.7,False,True,True,False,True,False
Hyundai Verna 1.6 SX VTVT,Bangalore,2014,45000,17.01,1591.0,121.3,5.0,14.255,6.75,False,True,True,False,True,False
Toyota Corolla Altis JS MT,Kolkata,2015,46000,14.28,1798.0,138.03,5.0,21.085,6.95,False,True,True,False,False,False
Maruti SX4 ZXI MT BSIV,Kochi,2011,79940,15.5,1586.0,103.3,5.0,7.88,2.78,False,True,True,False,False,False
Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,28851,16.47,1198.0,73.9,5.0,10.15,6.18,False,True,True,False,False,False
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2015,63000,14.16,1968.0,174.3,5.0,53.14,36.0,False,False,False,False,False,False
Honda City 1.5 V MT,Coimbatore,2012,77283,17.0,1497.0,118.0,5.0,13.58,5.81,False,True,True,False,False,False
Maruti Wagon R VXI,Pune,2014,38958,22.5,998.0,67.04,5.0,5.56,3.41,False,True,True,False,False,False
Mitsubishi Pajero Sport 4X4 AT,Bangalore,2018,8900,13.5,2477.0,175.56,6.0,33.21,26.5,False,False,False,False,False,False
Skoda Octavia Elegance 1.8 TSI AT,Hyderabad,2015,38000,14.7,1798.0,177.5,5.0,25.83,16.0,False,True,False,False,False,False
Hyundai Creta 1.6 CRDi SX Option,Kochi,2017,44887,19.67,1582.0,126.2,5.0,16.06,12.13,False,False,True,False,False,False
Maruti Alto LXi BSIII,Hyderabad,2009,85000,19.7,796.0,46.3,5.0,4.36,1.8,False,True,True,False,True,False
Honda City V MT,Pune,2013,100000,16.8,1497.0,116.3,5.0,13.58,6.25,False,True,True,False,False,False
Datsun redi-GO S,Chennai,2016,26239,22.7,799.0,53.0,5.0,4.43,2.75,False,True,True,False,False,False
Skoda Yeti Ambition 4WD,Pune,2011,97000,17.67,1968.0,138.08,5.0,25.83,6.0,False,False,True,False,False,False
Mercedes-Benz B Class B180,Delhi,2013,28000,14.8,1595.0,120.7,5.0,37.03,11.56,False,True,False,False,False,False
Volkswagen Polo GT TSI,Mumbai,2014,20364,17.21,1197.0,103.6,5.0,10.15,5.2,False,True,False,False,True,False
Ford EcoSport 1.5 TDCi Titanium,Coimbatore,2014,64637,22.77,1498.0,98.59,5.0,11.685,7.52,False,False,True,False,False,False
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,15731,15.29,1591.0,121.3,5.0,16.06,12.49,False,True,True,False,False,False
Toyota Fortuner 2.8 2WD MT,Coimbatore,2019,56251,14.24,2755.0,174.5,7.0,37.17,35.82,False,False,True,False,False,False
Maruti Swift Dzire ZXI,Chennai,2017,28000,20.85,1197.0,83.14,5.0,7.88,6.25,False,True,True,False,False,False
Hyundai i20 1.2 Asta with AVN,Coimbatore,2015,20045,17.0,1197.0,80.0,5.0,10.25,6.22,False,True,True,False,False,False
Honda BR-V i-VTEC S MT,Bangalore,2016,34004,15.4,1497.0,117.3,7.0,12.9,8.02,False,True,True,False,False,False
Maruti Celerio ZXI,Mumbai,2014,21000,23.1,998.0,67.04,5.0,5.87,3.75,False,True,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2009,68001,10.93,3498.0,272.0,5.0,86.97,11.75,False,True,False,False,True,False
Hyundai i10 Magna 1.2 iTech SE,Kolkata,2012,31000,20.36,1197.0,78.9,5.0,10.25,2.25,False,True,True,False,False,False
Toyota Etios Liva V,Mumbai,2013,8950,17.71,1197.0,78.9,5.0,8.525,3.55,False,True,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2017,43477,15.0,2143.0,204.0,5.0,86.97,38.15,False,False,False,False,False,False
Hyundai EON D Lite Plus,Ahmedabad,2015,20000,21.1,814.0,55.2,5.0,10.25,2.66,False,True,True,False,False,False
Honda City 1.5 S MT,Bangalore,2011,60000,17.0,1497.0,118.0,5.0,13.58,4.95,False,True,True,False,False,False
Mercedes-Benz S-Class 280 AT,Chennai,2003,111000,13.0,2987.0,210.0,5.0,171.0,6.5,False,True,False,False,False,False
Tata Indigo CS eVX,Pune,2016,52000,25.0,1396.0,69.01,5.0,7.63,2.4,False,False,True,False,True,False
Hyundai Creta 1.6 VTVT S,Pune,2016,26000,15.29,1591.0,121.3,5.0,16.06,12.5,False,True,True,False,False,False
Maruti Wagon R LXI BS IV,Pune,2013,32425,20.51,998.0,67.04,5.0,5.51,3.0,False,True,True,False,False,False
Maruti Dzire VDI,Kochi,2017,54758,28.4,1248.0,73.75,5.0,8.58,6.67,False,False,True,False,False,False
Ford Ikon 1.3 Flair,Coimbatore,2008,59833,13.8,1299.0,70.0,5.0,11.685,1.97,False,True,True,True,False,False
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,30000,16.47,1198.0,73.9,5.0,10.15,2.8,False,True,True,False,False,False
Hyundai i10 Magna 1.2,Jaipur,2011,40496,20.36,1197.0,78.9,5.0,10.25,2.65,False,True,True,False,False,False
Chevrolet Enjoy 1.3 TCDi LTZ 8,Chennai,2014,45000,18.2,1248.0,73.74,8.0,11.3,4.75,False,False,True,False,False,False
Land Rover Range Rover 3.0 D,Mumbai,2003,75000,0.0,1622.1462422882782,98.6,4.0,120.0,16.11,False,False,False,False,True,False
Mercedes-Benz E-Class 200 Kompressor Elegance,Bangalore,2011,34000,10.5,1796.0,157.7,5.0,86.97,19.0,False,True,False,False,True,False
Maruti Swift Vdi BSIII,Bangalore,2012,62000,17.8,1248.0,75.0,5.0,7.88,4.5,False,False,True,False,False,False
Mahindra XUV500 W8 4WD,Hyderabad,2012,123600,15.1,2179.0,140.0,7.0,18.865,8.25,False,False,True,False,False,False
Toyota Etios Liva G,Pune,2014,80102,17.71,1197.0,78.9,5.0,8.525,3.5,False,True,True,False,False,False
Mahindra XUV500 W8 4WD,Pune,2013,55000,15.1,2179.0,140.0,7.0,18.865,8.5,False,False,True,False,False,False
Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,15.29,1591.0,121.3,5.0,16.06,9.0,False,True,True,False,False,False
Honda City i DTEC SV,Hyderabad,2014,90000,26.0,1498.0,98.6,5.0,13.58,6.75,False,False,True,False,False,False
Maruti Swift Dzire VDi,Hyderabad,2014,123900,19.3,1248.0,73.9,5.0,7.88,5.4,False,False,True,False,False,False
Maruti Wagon R LXI BS IV,Delhi,2015,13008,20.51,998.0,67.04,5.0,5.51,3.5,False,True,True,False,False,False
Hyundai EON Era Plus,Hyderabad,2012,60500,21.1,814.0,55.2,5.0,10.25,2.6,False,True,True,False,False,False
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2017,53841,11.36,2755.0,171.5,7.0,28.05,20.5,False,False,False,False,False,False
Hyundai Creta 1.6 SX Option,Kochi,2017,47183,15.8,1591.0,121.3,5.0,15.86,11.31,False,True,True,False,True,False
Maruti Wagon R VXI Plus,Kolkata,2018,10000,20.51,998.0,67.04,5.0,5.51,4.5,False,True,True,False,False,False
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2015,45000,11.3,2987.0,254.8,7.0,49.49,56.0,False,False,False,False,False,False
Maruti Celerio VXI,Kochi,2017,3923,23.1,998.0,67.04,5.0,5.87,5.2,False,True,True,False,False,False
Mahindra Scorpio SLE BSIV,Delhi,2011,85000,12.05,2179.0,120.0,8.0,18.865,5.25,False,False,True,False,False,False
Datsun redi-GO T Option,Kochi,2018,6279,22.7,799.0,53.64,5.0,4.05,3.6,False,True,True,False,False,False
Fiat Grande Punto EVO 1.3 Active,Pune,2014,74500,21.2,1248.0,75.0,5.0,9.075,3.3,False,False,True,False,False,False
Hyundai Elantra CRDi SX,Kolkata,2013,42000,22.7,1582.0,126.24,5.0,21.77,5.85,False,False,True,False,False,False
Maruti Swift Dzire LXI,Delhi,2014,56510,19.1,1197.0,85.8,5.0,7.88,3.9,False,True,True,False,False,False
Audi A4 2.0 TDI Multitronic,Delhi,2009,88000,16.55,1968.0,140.0,5.0,53.14,7.98,False,False,False,False,False,False
Honda Brio VX AT,Mumbai,2014,36631,16.5,1198.0,86.8,5.0,6.62,4.3,False,True,False,False,False,False
Maruti Wagon R LXI BS IV,Kolkata,2011,34000,18.9,998.0,67.1,5.0,5.51,2.25,False,True,True,False,False,False
Hyundai i10 Magna 1.1,Ahmedabad,2013,49000,19.81,1086.0,68.05,5.0,10.25,3.2,False,True,True,False,False,False
Hyundai Verna 1.6 SX,Hyderabad,2012,65254,22.32,1582.0,126.32,5.0,14.255,6.55,False,False,True,False,False,False
Hyundai Verna 1.6 SX,Bangalore,2014,95000,22.32,1582.0,126.32,5.0,14.255,6.9,False,False,True,False,True,False
Maruti Ritz VDi,Chennai,2009,83000,23.2,1248.0,73.94,5.0,7.88,2.95,False,False,True,False,False,False
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2017,101065,20.5,1582.0,126.2,5.0,19.18,11.45,False,False,True,False,False,False
Maruti Baleno Delta,Kochi,2017,15134,21.4,1197.0,83.1,5.0,7.36,6.37,False,True,True,False,False,False
Hyundai Verna 1.6 CRDI,Jaipur,2011,72000,22.32,1582.0,126.3,5.0,14.255,5.0,False,False,True,False,False,False
Tata Indica Vista Quadrajet VX,Chennai,2012,120000,22.3,1248.0,74.0,5.0,7.63,2.6,False,False,True,False,True,False
Hyundai i20 1.2 Magna,Kolkata,2010,45000,18.5,1197.0,80.0,5.0,10.25,1.9,False,True,True,False,False,False
Porsche Panamera Diesel,Kochi,2015,54996,17.85,2967.0,300.0,4.0,136.0,60.95,False,False,False,False,False,False
Maruti Eeco Smiles 5 Seater AC,Coimbatore,2017,22874,15.1,1196.0,73.0,5.0,4.925,4.44,False,True,True,False,False,False
BMW 3 Series 320d Sport,Chennai,2012,58000,22.69,1995.0,190.0,5.0,54.43,15.3,False,False,False,False,True,False
Maruti Ertiga VDI,Chennai,2016,86000,25.47,1248.0,88.5,7.0,10.99,8.2,False,False,True,False,True,False
Hyundai Xcent 1.2 Kappa AT S Option,Ahmedabad,2014,69000,16.9,1197.0,81.86,5.0,8.23,5.25,False,True,False,False,False,False
Volkswagen Vento 1.2 TSI Highline AT,Pune,2016,55001,16.93,1197.0,103.2,5.0,13.23,8.5,False,True,False,False,True,False
Audi Q3 35 TDI Quattro Premium,Chennai,2015,28000,15.73,1968.0,174.33,5.0,44.8,23.75,False,False,False,False,False,False
Hyundai i10 Magna 1.1,Delhi,2013,53213,19.81,1086.0,68.05,5.0,10.25,2.74,False,True,True,False,False,False
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Coimbatore,2016,44340,16.96,1968.0,138.03,5.0,10.15,13.83,False,False,False,False,False,False
Maruti Baleno RS 1.0 Petrol,Mumbai,2017,16900,21.1,998.0,100.0,5.0,8.8,6.99,False,True,True,False,False,False
Hyundai i10 Era,Jaipur,2009,57000,19.81,1086.0,68.05,5.0,10.25,2.25,False,True,True,False,False,False
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2013,83165,12.8,2494.0,102.0,8.0,24.01,11.49,False,False,True,False,False,False
Chevrolet Beat LT,Coimbatore,2012,24735,18.6,1199.0,79.4,5.0,11.3,2.87,False,True,True,False,True,False
Toyota Innova 2.5 G3,Kolkata,2005,65175,12.8,2494.0,102.0,8.0,24.01,3.25,False,False,True,False,False,False
Honda Accord 2.4 Inspire M/T,Pune,2009,60000,9.8,2354.0,180.0,5.0,13.58,3.5,False,True,True,False,True,False
Mahindra KUV 100 mFALCON D75 K4 Plus,Kochi,2017,60357,25.32,1198.0,77.0,6.0,7.88,4.49,False,False,True,False,False,False
Volkswagen Polo Diesel Trendline 1.2L,Jaipur,2011,77000,22.07,1199.0,73.9,5.0,10.15,2.9,False,False,True,False,False,False
Toyota Innova 2.0 GX 8 STR,Coimbatore,2014,85301,12.4,1998.0,132.0,8.0,24.01,12.36,False,True,True,False,False,False
Mahindra Scorpio VLX AT AIRBAG BSIV,Mumbai,2011,50000,11.79,2179.0,120.0,8.0,18.865,6.0,False,False,False,False,False,False
BMW 7 Series 730Ld Sedan,Chennai,2010,58000,16.46,2993.0,258.0,5.0,158.0,31.0,False,False,False,False,False,False
Honda City i-DTEC SV,Kolkata,2015,39000,25.6,1498.0,98.6,5.0,12.23,5.49,False,False,True,False,False,False
Volkswagen Polo Diesel Comfortline 1.2L,Coimbatore,2015,46190,22.07,1199.0,73.9,5.0,10.15,5.86,False,False,True,False,False,False
Mahindra XUV500 W8 2WD,Mumbai,2015,83000,16.0,2179.0,140.0,7.0,18.865,9.0,False,False,True,False,False,False
Volkswagen Vento 1.6 Highline,Jaipur,2016,33000,16.09,1598.0,103.5,5.0,11.63,7.7,False,True,True,False,False,False
Honda City i VTEC V,Coimbatore,2017,27279,17.4,1497.0,117.3,5.0,13.58,9.47,False,True,True,False,False,False
Audi Q5 2.0 TDI Premium Plus,Bangalore,2014,53900,14.16,1968.0,174.3,5.0,53.14,29.0,False,False,False,False,False,False
Honda City 1.5 V AT Exclusive,Kochi,2012,63998,17.0,1497.0,118.0,5.0,13.58,5.42,False,True,False,False,False,False
Maruti Swift VXI BSIV,Coimbatore,2016,57932,20.4,1197.0,81.8,5.0,7.88,6.39,False,True,True,False,False,False
Maruti Alto 800 LXI,Jaipur,2015,25000,22.74,796.0,47.3,5.0,4.36,2.75,False,True,True,False,False,False
Ford Figo Diesel Titanium,Chennai,2011,169000,20.0,1399.0,68.0,5.0,7.65,2.5,False,False,True,False,False,False
Hyundai Santro Xing GL Plus,Delhi,2012,53000,17.92,1086.0,62.1,5.0,4.55,2.35,False,True,True,False,False,False
Maruti Wagon R VXI,Coimbatore,2015,43053,18.9,998.0,67.1,5.0,5.51,4.65,False,True,True,False,False,False
Honda City i DTEC SV,Ahmedabad,2014,75000,26.0,1498.0,98.6,5.0,13.58,6.0,False,False,True,False,False,False
Honda City V MT AVN,Pune,2012,89000,16.8,1497.0,116.3,5.0,13.58,3.5,False,True,True,False,True,False
Honda City i DTEC VX,Hyderabad,2014,75578,25.1,1498.0,98.6,5.0,13.58,7.0,False,False,True,False,False,False
Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,17.0,1591.0,121.3,5.0,12.27,7.75,False,True,True,False,False,False
Maruti Alto K10 LXI,Kochi,2014,51349,24.07,998.0,67.1,5.0,3.91,2.93,False,True,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Kolkata,2014,34233,14.21,2143.0,203.0,5.0,86.97,22.5,False,False,False,False,False,False
BMW X6 xDrive30d,Coimbatore,2014,39626,11.2,2993.0,241.0,4.0,55.07,40.66,False,False,False,False,False,False
Maruti Wagon R LXI BSIII,Pune,2008,82500,14.0,1061.0,64.0,5.0,5.51,1.75,False,True,True,False,False,False
Renault Duster RXZ AWD,Hyderabad,2015,63000,19.72,1461.0,108.45,5.0,15.05,8.2,False,False,True,False,True,False
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Delhi,2011,77001,12.05,2179.0,120.0,8.0,18.865,4.49,False,False,True,False,False,False
Ford Endeavour 3.2 Trend AT 4X4,Chennai,2016,43000,10.91,3198.0,197.2,7.0,35.29,26.5,False,False,False,False,False,False
Maruti Zen Estilo LXI BS IV,Hyderabad,2011,61111,19.0,998.0,67.1,5.0,7.88,2.6,False,True,True,False,False,False
Hyundai Santro Xing XG,Bangalore,2005,79000,17.0,1622.1462422882782,98.6,4.0,4.55,1.65,False,True,True,False,True,False
Hyundai i10 Asta,Kolkata,2011,43000,20.36,1197.0,78.9,5.0,10.25,2.49,False,True,True,False,False,False
Honda Brio VX AT,Hyderabad,2013,47000,16.5,1198.0,86.8,5.0,6.62,5.4,False,True,False,False,False,False
Maruti Wagon R AMT VXI,Jaipur,2017,34000,20.51,998.0,67.0,5.0,5.51,4.35,False,True,False,False,False,False
Audi Q3 30 TDI Premium FWD,Coimbatore,2018,22060,18.51,1968.0,147.51,5.0,44.8,32.73,False,False,False,False,False,False
